코 드,적용일자,품 명,규 격,단 위,상한금액,제조회사,재 질,수입업소,급여구분,구분변경
B0011518,20250401,REXSIL,5/0 (NON NEEDLE),1EA,227,SM ENG.,SILK,에스엠이엔지,급여,
B0011522,20250401,FILASILK,5/0 (NON NEEDLE),1EA,227,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN,코아엠,급여,
B0011526,20250401,SILK,5/0 (NON NEEDLE),1EA,227,MONOMEDIC,SILK,(주)모노메딕,급여,
B0011606,20250401,SILK,6/0 (NON NEEDLE),1EA,227,AILEE,BRAIDED SILK,아이리,급여,
B0011613,20250401,SLIK,6/0 (NON NEEDLE),1EA,227,SEARCH MEDICAL CO./ LTD,SLIK,㈜서치메디컬,급여,
B0011626,20250401,SILK,6/0 (NON NEEDLE),1EA,227,MONOMEDIC,SILK,(주)모노메딕,급여,
B0011726,20250401,SILK,1/0,1EA,1510,MONOMEDIC,SILK,㈜모노메딕,급여,
B0011727,20250401,WEGO-SILK,2/0,1EA,1510,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011728,20250401,WEGO-SLIK,1/0,1EA,1510,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011729,20250401,WEGO-SILK,2(NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011730,20250401,WEGO-SILK,1(NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011731,20250401,WEGO-SILK,5/0 (NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011732,20250401,WEGO-SILK,2/0 (NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011733,20250401,WEGO-SILK,6/0 (NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011734,20250401,WEGO-SILK,4/0 (NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0011735,20250401,WEGO-SILK,3/0 (NON NEEDLE),1EA,227,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0012001,20250401,SUTURE MERSILK,2/0,1EA,1510,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0012002,20250401,SILK,2/0,1EA,1510,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0012004,20250401,SILKAM,2/0,1EA,1510,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0012005,20250401,SOFSILK,2/0,1EA,1510,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0012006,20250401,SILK,2/0,1EA,1510,AILEE,BRAIDED SILK,아이리,급여,
B0012013,20250401,SLIK,2/0,1EA,1510,SEARCH MEDICAL CO./ LTD,SLIK,㈜서치메디컬,급여,
B0012018,20250401,REXSIL,2/0,1EA,1510,SM ENG.,SILK,에스엠이엔지,급여,
B0012022,20250401,FILASILK,2/0,1EA,1510,MERIL ENDO SURGERY PVT. LTD. ,SILK FIBROIN,코아엠,급여,
B0012026,20250401,SILK,2/0,1EA,1510,MONOMEDIC,SILK,㈜모노메딕,급여,
B0012090,20250401,FILASILK,2/0,1EA,1510,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN/ STAINLESS STEEL,메릴사우스코리아 유한회사,급여,
B0013001,20250401,SUTURE MERSILK,3/0,1EA,2020,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0013002,20250401,SILK,3/0,1EA,2020,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0013004,20250401,SILKAM,3/0,1EA,1450,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0013005,20250401,SOFSILK,3/0,1EA,2020,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0013006,20250401,SILK,3/0,1EA,2020,AILEE,BRAIDED SILK,아이리,급여,
B0013013,20250401,SLIK,3/0,1EA,2020,SEARCH MEDICAL CO./ LTD,SLIK,㈜서치메디컬,급여,
B0013018,20250401,REXSIL,3/0,1EA,2020,SM ENG.,SILK,에스엠이엔지,급여,
B0013022,20250401,FILASILK,3/0,1EA,2020,MERIL ENDO SURGERY PVT. LTD. ,SILK FIBROIN,코아엠,급여,
B0013026,20250401,SILK,3/0,1EA,2020,MONOMEDIC,SILK,㈜모노메딕,급여,
B0013090,20250401,FILASILK,3/0,1EA,2020,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN/ STAINLESS STEEL,메릴사우스코리아 유한회사,급여,
B0013091,20250401,WEGO-SILK,4/0,1EA,2020,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0013092,20250401,WEGO-SILK,3/0,1EA,2020,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0014001,20250401,SUTURE MERSILK,4/0,1EA,2020,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0014002,20250401,SUTURE SILK,4/0,1EA,2020,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0014004,20250401,SUTURE SILK BLACK,4/0,1EA,1670,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0014005,20250401,SOFSILK,4/0,1EA,2020,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0014006,20250401,SILK,4/0,1EA,2020,AILEE,BRAIDED SILK,아이리,급여,
B0014010,20250401,SILK,4/0,1EA,2020,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0014018,20250401,REXSIL,4/0,1EA,2020,SM ENG.,SILK,에스엠이엔지,급여,
B0014022,20250401,FILASILK,4/0,1EA,2020,MERIL ENDO SURGERY PVT. LTD. ,SILK FIBROIN,코아엠,급여,
B0014026,20250401,SILK,4/0,1EA,2020,MONOMEDIC,SILK,㈜모노메딕,급여,
B0014090,20250401,FILASILK,4/0,1EA,2020,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN/ STAINLESS STEEL,메릴사우스코리아 유한회사,급여,
B0014104,20250401,SILKAM,4/0,1EA,2020,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0015001,20250401,SUTURE MERSILK,5/0,1EA,2630,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0015002,20250401,SUTURE SILK,5/0,1EA,2630,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0015004,20250401,SUTURE SILK BLACK,5/0,1EA,1690,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0015005,20250401,SOFSILK,5/0,1EA,2630,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0015006,20250401,SILK,5/0,1EA,2630,AILEE,BRAIDED SILK,아이리,급여,
B0015010,20250401,SILK,5/0,1EA,2630,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0015018,20250401,REXSIL,5/0,1EA,2630,SM ENG.,SILK,에스엠이엔지,급여,
B0015022,20250401,FILASILK,5/0,1EA,2630,MERIL ENDO SURGERY PVT. LTD. ,SILK FIBROIN,코아엠,급여,
B0015026,20250401,SILK,5/0,1EA,2630,MONOMEDIC,SILK,㈜모노메딕,급여,
B0015090,20250401,FILASILK,5/0,1EA,2630,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN/ STAINLESS STEEL,메릴사우스코리아 유한회사,급여,
B0015091,20250401,WEGO-SILK,5/0,1EA,2630,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0015101,20250401,SUTURE MERSILK,5/0,1EA,2630,ETHICON/ LLC,SILK,한국존슨앤드존슨메디칼,급여,
B0015191,20250401,WEGO-SILK,6-0,1EA,2630,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0016001,20250401,SUTURE MERSILK,6/0,1EA,2630,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0016002,20250401,SUTURE SILK,6/0,1EA,2630,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0016004,20250401,SUTURE SILK BLACK,6/0,1EA,1790,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0016005,20250401,SOFSILK,6/0,1EA,2630,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0016006,20250401,SILK,6/0,1EA,2630,AILEE,BRAIDED SILK,아이리,급여,
B0016010,20250401,SILK,6/0,1EA,2630,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0016018,20250401,REXSIL,6/0,1EA,2630,SM ENG.,SILK,에스엠이엔지,급여,
B0016022,20250401,FILASILK,6/0,1EA,2630,MERIL ENDO SURGERY PVT. LTD. ,SILK FIBROIN,코아엠,급여,
B0016026,20250401,SILK,6/0,1EA,2630,MONOMEDIC,SILK,㈜모노메딕,급여,
B0016090,20250401,FILASILK,6/0,1EA,2630,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN/ STAINLESS STEEL,메릴사우스코리아 유한회사,급여,
B0017001,20250401,SUTURE MERSILK,7/0,1EA,5210,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0017002,20250401,SUTURE SILK,7/0,1EA,5210,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0017004,20250401,SUTURE SILK BLACK,7/0,1EA,5210,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0017006,20250401,SILK,7/0,1EA,5210,AILEE,BRAIDED SILK,아이리,급여,
B0017010,20250401,SILK,7/0,1EA,5210,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0017018,20250401,REXSIL,7/0,1EA,5210,SM ENG.,SILK,에스엠이엔지,급여,
B0017026,20250401,SILK,7/0,1EA,5210,MONOMEDIC,SILK,㈜모노메딕,급여,
B0017027,20250401,WEGO-SILK,7/0,1EA,5210,FOOSIN MEDICAL SUPPLIES INC./LTD,SILK,주식회사 웨이가오메디칼코리아 ,급여,
B0018004,20250401,SUTURE SILK BLACK,8/0,1EA,5210,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0018006,20250401,SILK,8/0,1EA,5210,AILEE,BRAIDED SILK,아이리,급여,
B0018010,20250401,SILK,8/0,1EA,5210,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0018022,20250401,FILASILK,8/0,1EA,5210,MERIL ENDO SURGERY PVT. LTD. ,SILK FIBROIN,코아엠,급여,
B0018026,20250401,SILK,8/0,1EA,5210,MONOMEDIC,SILK,㈜모노메딕,급여,
B0018090,20250401,FILASILK,8/0,1EA,5210,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN/ STAINLESS STEEL,메릴사우스코리아 유한회사,급여,
B0019001,20250401,SUTURE MERSILK,4/0 DOUBLE NEEDLE,1EA,2560,ETHICON/ LLC.,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0019013,20250401,SLIK,3/0 DOUBLE NEEDLE,1EA,2560,SEARCH MEDICAL CO./ LTD,SLIK,㈜서치메디컬,급여,
B0019026,20250401,SILK,4/0 DOUBLE NEEDLE,1EA,2560,MONOMEDIC,SILK,(주)모노메딕,급여,
B0019126,20250401,SILK,5/0 DOUBLE NEEDLE,1EA,8710,MONOMEDIC,SILK,(주)모노메딕,급여,
B0019226,20250401,SILK,6/0 DOUBLE NEEDLE,1EA,8710,MONOMEDIC,SILK,(주)모노메딕,급여,
B0019322,20250401,FILASILK,6/0 DOUBLE NEEDLE,1EA,8710,MERIL ENDO SURGERY PVT. LTD.,SILK FIBROIN,코아엠,급여,
B0019326,20250401,SILK,7/0 DOUBLE NEEDLE,1EA,10050,MONOMEDIC,SILK,(주)모노메딕,급여,
B0019404,20250401,SUTURE SILK BLACK,4/0 DOUBLE NEEDLE,1EA,2560,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0019406,20250401,SILK,4/0 DOUBLE NEEDLE,1EA,2560,AILEE,BRAIDED SILK,아이리,급여,
B0019410,20250401,SILK,4/0 DOUBLE NEEDLE,1EA,2560,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0019426,20250401,SILK,8/0 DOUBLE NEEDLE,1EA,10050,MONOMEDIC,SILK,(주)모노메딕,급여,
B0019506,20250401,SILK,5/0 DOUBLE NEEDLE,1EA,8710,AILEE,BRAIDED SILK,아이리,급여,
B0019510,20250401,SILK,5/0 DOUBLE NEEDLE,1EA,8710,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0019518,20250401,REXSIL,5/0 DOUBLE NEEDLE,1EA,8710,SM ENG.,SILK,에스엠이엔지,급여,
B0019601,20250401,SUTURE MERSILK,6/0 DOUBLE NEEDLE,1EA,8710,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0019602,20250401,SUTURE SILK,6/0 DOUBLE NEEDLE,1EA,8710,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0019605,20250401,SOFSILK,6/0 DOUBLE NEEDLE,1EA,8710,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0019606,20250401,SILK,6/0 DOUBLE NEEDLE,1EA,8710,AILEE,BRAIDED SILK,아이리,급여,
B0019610,20250401,SILK,6/0 DOUBLE NEEDLE,1EA,8710,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0019618,20250401,REXSIL,6/0 DOUBLE NEEDLE,1EA,8710,SM ENG.,SILK,에스엠이엔지,급여,
B0019701,20250401,SUTURE MERSILK,7/0 DOUBLE NEEDLE,1EA,10050,ETHICON,BRAIDED SILK,한국존슨앤드존슨메디칼,급여,
B0019702,20250401,SUTURE SILK,7/0 DOUBLE NEEDLE,1EA,10050,WOORHI MEDICAL,BRAIDED SILK,우리메디칼,급여,
B0019704,20250401,SUTURE SILK BLACK,7/0 DOUBLE NEEDLE,1EA,10050,B.BRAUN SURGICAL SA,BRAIDED SILK,비브라운코리아,급여,
B0019705,20250401,SOFSILK,7/0 DOUBLE NEEDLE,1EA,10050,COVIDIEN LLC.,BRAIDED SILK,메드트로닉코리아,급여,
B0019706,20250401,SILK,7/0 DOUBLE NEEDLE,1EA,10050,AILEE,BRAIDED SILK,아이리,급여,
B0019710,20250401,SILK,7/0 DOUBLE NEEDLE,1EA,10050,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0019718,20250401,REXSIL,7/0 DOUBLE NEEDLE,1EA,10050,SM ENG.,SILK,에스엠이엔지,급여,
B0019806,20250401,SILK,8/0 DOUBLE NEEDLE,1EA,10050,AILEE,BRAIDED SILK,아이리,급여,
B0019810,20250401,SILK,8/0 DOUBLE NEEDLE,1EA,10050,SEARCH MEDICAL CO./ LTD,BRAIDED SILK,㈜서치메디컬,급여,
B0021001,20250401,SUTURE ETHIBOND,1/0,1EA,1490,ETHICON/ LLC,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0021006,20250401,POLYESTER,1/0,1EA,1490,AILEE,POLYESTER,아이리,급여,
B0021022,20250401,MERICRON XL,1/0,1EA,1490,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0021090,20250401,MERICRON XL,1/0,1EA,1490,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0021106,20250401,POLYESTER ,1(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0021107,20250401,ETHIBOND,1(NON NEEDLE),1EA,285,ETHICON LLC,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0021206,20250401,POLYESTER ,2(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0021207,20250401,ETHIBOND,2(NON NEEDLE),1EA,285,ETHICON LLC,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0021306,20250401,POLYESTER ,1/0(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0021307,20250401,ETHIBOND,1/0(NON NEEDLE),1EA,285,ETHICON LLC,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0021406,20250401,POLYESTER ,2/0(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0021407,20250401,ETHIBOND,2/0(NON NEEDLE),1EA,285,ETHICON LLC,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0021506,20250401,POLYESTER ,3/0(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0021507,20250401,ETHIBOND,3/0(NON NEEDLE),1EA,285,ETHICON LLC,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0021606,20250401,POLYESTER ,4/0(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0021706,20250401,POLYESTER ,5/0(NON NEEDLE),1EA,285,AILEE,POLYESTER,아이리,급여,
B0022001,20250401,SUTURE ETHIBOND,2/0,1EA,1490,ETHICON,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0022006,20250401,POLYESTER,2/0,1EA,1490,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0022022,20250401,MERICRON XL,2/0,1EA,1490,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0022090,20250401,MERICRON XL,2/0,1EA,1490,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0023001,20250401,SUTURE ETHIBOND,3/0,1EA,2100,ETHICON,POLYBUTYLATE COATEDBRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0023006,20250401,POLYESTER,3/0,1EA,2100,AILEE,SILICONE COATEDPOLYESTER,아이리,급여,
B0023022,20250401,MERICRON XL,3/0,1EA,2100,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0023090,20250401,MERICRON XL,3/0,1EA,2100,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0024001,20250401,SUTURE ETHIBOND,4/0,1EA,2100,ETHICON,POLYBUTYLATE COATEDBRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0024006,20250401,POLYESTER,4/0,1EA,2100,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0024022,20250401,MERICRON XL,4/0,1EA,2100,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0024090,20250401,MERICRON XL,4/0,1EA,2100,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0025001,20250401,SUTURE ETHIBOND,5/0,1EA,1750,ETHICON,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0025022,20250401,MERICRON XL,5/0,1EA,1750,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0025090,20250401,MERICRON XL,5/0,1EA,1750,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029011,20250401,ETHIBOND,1/0 DOUBLE NEEDLE ,1EA,3720,ETHICON/ LLC,폴리에스테르,한국존슨앤드존슨메디칼,급여,
B0029101,20250401,ETHIBOND,1/0 DOUBLE NEEDLE,1EA,3720,ETHICON,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029122,20250401,MERICRON XL,1/0 DOUBLE NEEDLE,1EA,3720,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0029190,20250401,MERICRON XL,1/0 DOUBLE NEEDLE,1EA,3720,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029201,20250401,SUTURE ETHIBOND,2/0 DOUBLE NEEDLE,1EA,3720,ETHICON,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029202,20250401,SUTURE POLYESTER,2/0 DOUBLE NEEDLE,1EA,3720,WOORHI MEDICAL,BRAIDED POLYESTER,우리메디칼,급여,
B0029203,20250401,SUTURE TI-CRON,2/0 DOUBLE NEEDLE,1EA,3720,COVIDIEN LLC.,SILICONE IMPREGNATED POLYESTER FIBER,메드트로닉코리아,급여,
B0029206,20250401,POLYESTER,2/0 DOUBLE NEEDLE,1EA,3720,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0029222,20250401,MERICRON XL,2/0 DOUBLE NEEDLE,1EA,3720,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0029290,20250401,MERICRON XL,2/0 DOUBLE NEEDLE,1EA,3720,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029301,20250401,SUTURE ETHIBOND,3/0 DOUBLE NEEDLE,1EA,3790,ETHICON,POLYBUTYLATE COATEDBRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029302,20250401,SUTURE POLYESTER,3/0 DOUBLE NEEDLE,1EA,3790,WOORHI MEDICAL,BRAIDED POLYESTER,우리메디칼,급여,
B0029303,20250401,SUTURE TI-CRON,3/0 DOUBLE NEEDLE,1EA,3790,COVIDIEN LLC.,SILICONE IMPREGNATED POLYESTER FIBER,메드트로닉코리아,급여,
B0029306,20250401,POLYESTER,3/0 DOUBLE NEEDLE,1EA,3790,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0029322,20250401,MERICRON XL,3/0 DOUBLE NEEDLE,1EA,3790,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0029390,20250401,MERICRON XL,3/0 DOUBLE NEEDLE,1EA,3790,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029401,20250401,SUTURE ETHIBOND,4/0 DOUBLE NEEDLE,1EA,3790,ETHICON,POLYBUTYLATE COATEDBRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029402,20250401,POLYESTER,4/0 DOUBLE NEEDLE,1EA,3790,WOORHI MEDICAL,BRAIDED POLYESTER,우리메디칼,급여,
B0029403,20250401,SUTURE TI-CRON,4/0 DOUBLE NEEDLE,1EA,3790,COVIDIEN LLC.,SILICONE IMPREGNATED POLYESTER FIBER,메드트로닉코리아,급여,
B0029406,20250401,POLYESTER,4/0 DOUBLE NEEDLE,1EA,3790,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0029422,20250401,MERICRON XL,4/0 DOUBLE NEEDLE,1EA,3790,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0029490,20250401,MERICRON XL,4/0 DOUBLE NEEDLE,1EA,3790,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029501,20250401,SUTURE ETHIBOND,5/0 DOUBLE NEEDLE,1EA,6410,ETHICON,POLYBUTYLATE COATEDBRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029502,20250401,SUTURE POLYESTER,5/0 DOUBLE NEEDLE,1EA,6410,WOORHI MEDICAL,BRAIDED POLYESTER,우리메디칼,급여,
B0029503,20250401,SUTURE TI-CRON,5/0 DOUBLE NEEDLE,1EA,6410,COVIDIEN LLC.,SILICONE IMPREGNATED POLYESTER FIBER,메드트로닉코리아,급여,
B0029506,20250401,POLYESTER,5/0 DOUBLE NEEDLE,1EA,6410,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0029522,20250401,MERICRON XL,5/0 DOUBLE NEEDLE,1EA,6410,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0029590,20250401,MERICRON XL,5/0 DOUBLE NEEDLE,1EA,6410,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029601,20250401,SUTURE ETHIBOND,6/0 DOUBLE NEEDLE,1EA,6410,ETHICON,POLYBUTYLATE COATEDBRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029602,20250401,SUTURE POLYESTER,6/0 DOUBLE NEEDLE,1EA,6410,WOORHI MEDICAL,BRAIDED POLYESTER,우리메디칼,급여,
B0029606,20250401,POLYESTER,6/0 DOUBLE NEEDLE,1EA,6410,AILEE,SILICONE COATED POLYESTER,아이리,급여,
B0029622,20250401,MERICRON XL,6/0 DOUBLE NEEDLE,1EA,6410,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,코아엠,급여,
B0029690,20250401,MERICRON XL,6/0 DOUBLE NEEDLE,1EA,6410,MERIL ENDO SURGERY PVT. LTD. ,POLYETHYLENETEREPHTHALATE,메릴사우스코리아 유한회사,급여,
B0029701,20250401,SUTURE ETHIBOND,7/0 DOUBLE NEEDLE,1EA,6130,ETHICON,POLYBUTYLATE COATED BRAIDED POLYESTER,한국존슨앤드존슨메디칼,급여,
B0029706,20250401,POLYESTER,7/0 DOUBLE NEEDLE,1EA,6130,AILEE,SILICONE COATEDPOLYESTER,아이리,급여,
B0030001@,20250401,PROLENE,1,1EA,2360,ETHICON,MONOFILAMENT POLYPROPYLENE,한국존슨앤드존슨메디칼,급여,
B0030002@,20250401,SUTURE POLYPROPYLENE,1,1EA,2360,WOORHI MEDICAL,MONOFILAMENT POLYPROPYLENE,우리메디칼,급여,
B0030005,20250401,SURGIPRO,1,1EA,2360,COVIDIEN LLC,POLYPROPYLENE,메드트로닉코리아(유),급여,
B0030006,20250401,POLYPROPYLENE,1,1EA,2360,AILEE,POLYPROPYLENE,아이리,급여,
B0030018,20250401,REXLENE,1,1EA,2360,SM ENG,POLYPROPYLENE,에스엠이엔지,급여,
B0030022,20250401,FILAPROP,1,1EA,2360,MERIL ENDO SURGERY PVT. LTD.  ,POLYPROPYLENE,코아엠,급여,
B0030090,20250401,FILAPROP,1,1EA,2360,MERIL ENDO SURGERY PVT. LTD.  ,POLYPROPYLENE,메릴사우스코리아 유한회사,급여,
B0030106,20250401,POLYPROPYLENE,2,1EA,2360,AILEE,POLYPROPYLENE,아이리,급여,
B0030108,20250401,WEGO-POLYPROPYLENE,1,1EA,2360,FOOSIN MEDICAL SUPPLIES INC./ LTD,POLYPROPYLENE,주식회사 웨이가오메디칼코리아,급여,
B0030204,20250401,OPTILENE,1,1EA,2360,B. BRAUN SURGICAL S.A.,POLYPROPYLENE,비브라운코리아(주),급여,
