코 드,적용일자,급여구분,상한가,사용장려비,투여경로,품명,규 격,단 위,제약회사명,분류번호,주성분코드,전문/일반,퇴장방지구분,약품동등구분,저가약대체여부,예외의약구분,임의조제불가,고시일자,대응코드,희귀의약품구분,
073400141,2026-01-01,급여,13504,,외용,잘라탄점안액50㎍/㎖(라타노프로스트)_(0.125mg/2.5mL),2.5,mL/병,비아트리스코리아(주),131,181531COS,전문의약품,,,,,,2025-12-24,,,
073400200,2026-01-01,급여,523,,내복,리리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),1,캡슐,비아트리스코리아(주),119,480401ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400210,2026-01-01,급여,666,,내복,리리카캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),1,캡슐,비아트리스코리아(주),119,480402ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400220,2026-01-01,급여,866,,내복,리리카캡슐300밀리그램(프레가발린)_(0.3g/1캡슐),1,캡슐,비아트리스코리아(주),119,480403ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400240,2026-01-01,급여,437,,내복,리리카캡슐50밀리그램(프레가발린)_(50mg/1캡슐),1,캡슐,비아트리스코리아(주),119,480406ACH,전문의약품,,,,,,2025-12-24,,,
073400280,2026-01-01,급여,502,,내복,쎄레브렉스캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐),1,캡슐,비아트리스코리아(주),114,347701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400300,2026-01-01,급여,761,,내복,쎄레브렉스캡슐400밀리그램(세레콕시브)_(0.4g/1캡슐),1,캡슐,비아트리스코리아(주),114,347703ACH,전문의약품,,,,,,2025-12-24,,,
073400310,2026-01-01,급여,479,,내복,졸로푸트정50밀리그람(설트랄린염산염)_(55.95mg/1정),1,정,비아트리스코리아(주),117,227001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400320,2026-01-01,급여,694,,내복,졸로푸트정100밀리그램(설트랄린염산염)_(0.1119g/1정),1,정,비아트리스코리아(주),117,227002ATB,전문의약품,,,,,,2025-12-24,,,
073400330,2026-01-01,급여,688,,내복,리피토정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.7mg/1정),1,정,비아트리스코리아(주),218,111502ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400340,2026-01-01,급여,638,,내복,리피토정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.85mg/1정),1,정,비아트리스코리아(주),218,111501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400350,2026-01-01,급여,1330,,내복,리피토정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.4mg/1정),1,정,비아트리스코리아(주),218,111503ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400360,2026-01-01,급여,358,,내복,노바스크정5밀리그람(암로디핀베실산염)_(6.944mg/1정),1,정,비아트리스코리아(주),214,107601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400380,2026-01-01,급여,1511,,내복,리피토정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),1,정,비아트리스코리아(주),218,111504ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400390,2026-01-01,급여,476,,내복,노바스크정10밀리그램(암로디핀베실산염)_(13.889mg/1정),1,정,비아트리스코리아(주),214,107602ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400400,2026-01-01,급여,694,,내복,뉴론틴정800밀리그램(가바펜틴)_(0.8g/1정),1,정,비아트리스코리아(주),113,164205ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400420,2026-01-01,급여,464,,내복,뉴론틴캡슐400밀리그램(가바펜틴)_(0.4g/1캡슐),1,캡슐,비아트리스코리아(주),113,164203ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400430,2026-01-01,급여,384,,내복,뉴론틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),1,캡슐,비아트리스코리아(주),113,164202ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400440,2026-01-01,급여,574,,내복,뉴론틴정600밀리그램(가바펜틴)_(0.6g/1정),1,정,비아트리스코리아(주),113,164204ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400450,2026-01-01,급여,190,,내복,뉴론틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),1,캡슐,비아트리스코리아(주),113,164201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
073400460,2026-01-01,급여,163,,내복,자낙스정0.5밀리그램(알프라졸람)_(0.5mg/1정),1,정,비아트리스코리아(주),117,105505ATB,전문의약품,,생동(사후통보),대체조제가능,,향정신성의약품,2025-12-24,,,
073600046,2026-01-01,급여,53290,,주사,파미레이300주사액(이오파미돌)_(79.56g/130mL),130,mL/병,동국생명과학(주),721,176554BIJ,전문의약품,,,,,,2025-12-24,,,
073600055,2026-01-01,급여,167179,,주사,파미레이300주사액(이오파미돌)_(306g/500mL),500,mL/병,동국생명과학(주),721,176550BIJ,전문의약품,,,,,,2025-12-24,,,
073600056,2026-01-01,급여,334356,,주사,파미레이300주사액(이오파미돌)_(612g/1000mL),1000,mL/병,동국생명과학(주),721,176517BIJ,전문의약품,,,,,,2025-12-24,,,
073600083,2026-01-01,급여,227376,,주사,파미레이370주사액(이오파미돌)_(377.6g/500mL),500,mL/병,동국생명과학(주),721,176551BIJ,전문의약품,,,,,,2025-12-24,,,
073600099,2026-01-01,급여,30332,,주사,파미레이250주사액(이오파미돌)_(51g/100mL),100,mL/병,동국생명과학(주),721,176538BIJ,전문의약품,,,,,,2025-12-24,,,
073600106,2026-01-01,급여,48314,,주사,파미레이250주사액(이오파미돌)_(76.5g/150mL),150,mL/병,동국생명과학(주),721,176542BIJ,전문의약품,,,,,,2025-12-24,,,
073600122,2026-01-01,급여,31782,,주사,듀오레이주사320밀리그램(요오딕사놀)_(32.6g/50mL),50,mL/병,동국생명과학(주),721,176133BIJ,전문의약품,,,,,,2025-12-24,,,
073600123,2026-01-01,급여,63626,,주사,듀오레이주사320밀리그램(요오딕사놀)_(65.2g/100mL),100,mL/병,동국생명과학(주),721,176135BIJ,전문의약품,,,,,,2025-12-24,,,
073600124,2026-01-01,급여,81745,,주사,듀오레이주사320밀리그램(요오딕사놀)_(84.76g/130mL),130,mL/병,동국생명과학(주),721,176142BIJ,전문의약품,,,,,,2025-12-24,,,
073600132,2026-01-01,급여,29130,,주사,듀오레이주사270밀리그램(요오딕사놀)_(27.5g/50mL),50,mL/병,동국생명과학(주),721,176132BIJ,전문의약품,,,,,,2025-12-24,,,
073600133,2026-01-01,급여,58318,,주사,듀오레이주사270밀리그램(요오딕사놀)_(55g/100mL),100,mL/병,동국생명과학(주),721,176134BIJ,전문의약품,,,,,,2025-12-24,,,
073800011,2026-01-01,급여,245029,,주사,보란건조살무사항독소주(건조살무사항독소)_(6000unit/1병),1,병,보란파마,633,109501BIJ,전문의약품,,,,,,2025-12-24,,,
074200091,2026-01-01,급여,11206,,외용,나자코트비액(트리암시놀론아세토니드)_(6.6mg/120회),120,회/통,오펠라헬스케어코리아(주),132,243330CLQ,전문의약품,,,,,,2025-12-24,,,
075700010,2026-01-01,급여,31223,,내복,브루킨사캡슐80밀리그램(자누브루티닙)_(80mg/1캡슐),1,캡슐,비원메디슨코리아(유),421,707001ACH,전문의약품,,,,,,2025-12-24,,,
076100011,2026-01-01,급여,138396,,주사,카디옥산주500밀리그램(덱스라족산)_(0.5g/1병),1,병,클리니젠코리아(유),392,142501BIJ,전문의약품,,,,,,2025-12-24,,,
076100100,2026-01-01,급여,2368,,내복,레미닐피알서방캡슐16밀리그램(갈란타민브롬화수소산염)_(20.51mg/1캡슐),1,캡슐,클리니젠코리아(유),119,385205ACR,전문의약품,,,,,,2025-12-24,,,
076100110,2026-01-01,급여,3154,,내복,레미닐피알서방캡슐24밀리그램(갈란타민브롬화수소산염)_(30.76mg/1캡슐),1,캡슐,클리니젠코리아(유),119,385203ACR,전문의약품,,,,,,2025-12-24,,,
076100120,2026-01-01,급여,1340,,내복,레미닐피알서방캡슐8밀리그램(갈란타민브롬화수소산염)_(10.25mg/1캡슐),1,캡슐,클리니젠코리아(유),119,385204ACR,전문의약품,,,,,,2025-12-24,,,
078200051,2026-01-01,급여,91180,,외용,박스터세보플루란흡입액_(250mL/250mL),250,mL/병,주식회사박스터코리아,111,227330CLQ,전문의약품,,,,,,2025-12-24,,,
078200061,2026-01-01,급여,37125,,주사,올리멜엔9이주_(1000mL),1000,mL/백,주식회사박스터코리아,325,619400BIJ,전문의약품,,,,,,2025-12-24,,,
078200071,2026-01-01,급여,42335,,주사,올리멜엔9이주_(1500mL),1500,mL/백,주식회사박스터코리아,325,619500BIJ,전문의약품,,,,,,2025-12-24,,,
078200091,2026-01-01,급여,75073,,외용,슈프레인액(데스플루란)_(240mL/240mL),240,mL/병,주식회사박스터코리아,111,141330CLQ,전문의약품,,,,,,2025-12-24,,,
078200110,2026-01-01,급여,4580,,주사,플라스마라이트148주_(1000mL),1000,mL/백,주식회사박스터코리아,331,349000BIJ,전문의약품,,,,,,2025-12-24,,,
078200121,2026-01-01,급여,15363,,주사,클리노레익20%주사(플라스틱백)_(50g/250mL),250,mL/백,주식회사박스터코리아,329,441031BIJ,전문의약품,,,,,,2025-12-24,,,
078200131,2026-01-01,급여,27129,,주사,클리노레익20%주사(플라스틱백)_(100g/500mL),500,mL/백,주식회사박스터코리아,329,441033BIJ,전문의약품,,,,,,2025-12-24,,,
078200161,2026-01-01,급여,29628,,주사,올리멜엔12이주_(650mL),650,mL/백,주식회사박스터코리아,325,725100BIJ,전문의약품,,,,,,2025-12-24,,,
078200171,2026-01-01,급여,37399,,주사,올리멜엔12이주_(1000mL),1000,mL/백,주식회사박스터코리아,325,723600BIJ,전문의약품,,,,,,2025-12-24,,,
078200181,2026-01-01,급여,43247,,주사,올리멜엔12이주_(1500mL),1500,mL/백,주식회사박스터코리아,325,723700BIJ,전문의약품,,,,,,2025-12-24,,,
078200201,2026-01-01,급여,23661,,주사,페리올리멜엔4이주_(1000mL),1000,mL/백,주식회사박스터코리아,325,619700BIJ,전문의약품,,,,,,2025-12-24,,,
078200221,2026-01-01,급여,35215,,주사,페리올리멜엔4이주_(2000mL),2000,mL/백,주식회사박스터코리아,325,619900BIJ,전문의약품,,,,,,2025-12-24,,,
078600020,2026-01-01,급여,911,,내복,자큐보구강붕해정20밀리그램(자스타프라잔시트르산염)_(20mg/1정),1,정,온코닉테라퓨틱스(주),232,733301ATD,전문의약품,,,,,,2025-12-24,,,
080600010,2026-01-01,급여,6,,외용,산소 93(MOG-40S1/ MOG-60S1),10,L,주식회사 기원솔루텍,223,693101CSI,전문의약품,,,,,,2025-12-24,,,
620500010,2026-01-01,급여,288,,내복,니페론씨알서방정40밀리그램(니페디핀)_(40mg/1정),1,정,에리슨제약(주),217,201409ATR,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
620500181,2026-01-01,급여,2453,,주사,페링가니트0.1%주사(니트로글리세린)_(10mg/10mL),10,mL/앰플,에리슨제약(주),217,202632BIJ,전문의약품,,,,,,2025-12-24,,,
621100031,2026-01-01,급여,171115,,주사,할라벤주(에리불린메실산염)_(1mg/2mL),2,mL/병,한국에자이(주),421,621330BIJ,전문의약품,,,,,,2025-12-24,,,
621100040,2026-01-01,급여,512,,내복,살라겐정(필로카르핀염산염)_(5mg/1정),1,정,한국에자이(주),132,212301ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100060,2026-01-01,급여,692,0,내복,파이콤파필름코팅정2밀리그램(페람파넬)_(2.1mg/1정),1,정,한국에자이(주),113,642401ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100070,2026-01-01,급여,1110,0,내복,파이콤파필름코팅정4밀리그램(페람파넬)_(4.2mg/1정),1,정,한국에자이(주),113,642402ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100080,2026-01-01,급여,1382,0,내복,파이콤파필름코팅정6밀리그램(페람파넬)_(6.2mg/1정),1,정,한국에자이(주),113,642403ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100090,2026-01-01,급여,2070,0,내복,파이콤파필름코팅정12밀리그램(페람파넬)_(12.5mg/1정),1,정,한국에자이(주),113,642406ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100100,2026-01-01,급여,1618,0,내복,파이콤파필름코팅정8밀리그램(페람파넬)_(8.3mg/1정),1,정,한국에자이(주),113,642404ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100110,2026-01-01,급여,1832,0,내복,파이콤파필름코팅정10밀리그램(페람파넬)_(10.4mg/1정),1,정,한국에자이(주),113,642405ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100130,2026-01-01,급여,1539,,내복,아리셉트구강용해필름10밀리그램(도네페질염산염)_(10mg/1장),1,장,한국에자이(주),119,148601ATD,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621100140,2026-01-01,급여,27211,,내복,렌비마캡슐10밀리그램(렌바티닙메실산염)_(12.25mg/1캡슐),1,캡슐,한국에자이(주),421,645202ACH,전문의약품,,,,,,2025-12-24,,,
621100150,2026-01-01,급여,27211,,내복,렌비마캡슐4밀리그램(렌바티닙메실산염)_(4.9mg/1캡슐),1,캡슐,한국에자이(주),421,645201ACH,전문의약품,,,,,,2025-12-24,,,
621100260,2026-01-01,급여,1900,,내복,에퀴피나필름코팅정50밀리그램(사피나미드메실산염)_(65.88mg/1정),1,정,한국에자이(주),119,689801ATB,전문의약품,,,,,,2025-12-24,,,
621400011,2026-01-01,급여,37852,,주사,프로핸스주프리필드시린지(가도테리돌)_(2.793g/10mL),10,mL/관,브라코이미징코리아 유한회사,721,615131BIJ,전문의약품,,,,,,2025-12-24,,,
621400021,2026-01-01,급여,48828,,주사,프로핸스주프리필드시린지(가도테리돌)_(4.1895g/15mL),15,mL/관,브라코이미징코리아 유한회사,721,615132BIJ,전문의약품,,,,,,2025-12-24,,,
621400031,2026-01-01,급여,52229,,주사,프로핸스주프리필드시린지(가도테리돌)_(4.7481g/17mL),17,mL/관,브라코이미징코리아 유한회사,721,615133BIJ,전문의약품,,,,,,2025-12-24,,,
621400091,2026-01-01,급여,23855,,주사,이오메론300주사액(이오메프롤)_(30.62g/50mL),50,mL/병,브라코이미징코리아 유한회사,721,176431BIJ,전문의약품,,,,,,2025-12-24,,,
621400092,2026-01-01,급여,48412,,주사,이오메론300주사액(이오메프롤)_(61.24g/100mL),100,mL/병,브라코이미징코리아 유한회사,721,176435BIJ,전문의약품,,,,,,2025-12-24,,,
621400093,2026-01-01,급여,76875,,주사,이오메론300주사액(이오메프롤)_(91.86g/150mL),150,mL/병,브라코이미징코리아 유한회사,721,176438BIJ,전문의약품,,,,,,2025-12-24,,,
621400094,2026-01-01,급여,208581,,주사,이오메론300주사액(이오메프롤)_(306.2g/500mL),500,mL/병,브라코이미징코리아 유한회사,721,176440BIJ,전문의약품,,,,,,2025-12-24,,,
621400101,2026-01-01,급여,26362,,주사,이오메론350주사액(이오메프롤)_(35.72g/50mL),50,mL/병,브라코이미징코리아 유한회사,721,176432BIJ,전문의약품,,,,,,2025-12-24,,,
621400102,2026-01-01,급여,54508,,주사,이오메론350주사액(이오메프롤)_(71.44g/100mL),100,mL/병,브라코이미징코리아 유한회사,721,176436BIJ,전문의약품,,,,,,2025-12-24,,,
621400103,2026-01-01,급여,80577,,주사,이오메론350주사액(이오메프롤)_(107.16g/150mL),150,mL/병,브라코이미징코리아 유한회사,721,176439BIJ,전문의약품,,,,,,2025-12-24,,,
621400104,2026-01-01,급여,267588,,주사,이오메론350주사액(이오메프롤)_(357.2g/500mL),500,mL/병,브라코이미징코리아 유한회사,721,176441BIJ,전문의약품,,,,,,2025-12-24,,,
621400112,2026-01-01,급여,58369,,주사,이오메론400주사액(이오메프롤)_(81.65g/100mL),100,mL/병,브라코이미징코리아 유한회사,721,176437BIJ,전문의약품,,,,,,2025-12-24,,,
621400113,2026-01-01,급여,272584,,주사,이오메론400주사액(이오메프롤)_(408.25g/500mL),500,mL/병,브라코이미징코리아 유한회사,721,176442BIJ,전문의약품,,,,,,2025-12-24,,,
621400124,2026-01-01,급여,173922,,주사,이오파미로300주사액(이오파미돌)_(306.2g/500mL),500,mL/병,브라코이미징코리아 유한회사,721,176550BIJ,전문의약품,,,,,,2025-12-24,,,
621400133,2026-01-01,급여,45738,,주사,이오파미로370주사액(이오파미돌)_(75.53g/100mL),100,mL/병,브라코이미징코리아 유한회사,721,176541BIJ,전문의약품,,,,,,2025-12-24,,,
621400271,2026-01-01,급여,4099,,주사,이오파미로300주사액(이오파미돌)_(6.124g/10mL),10,mL/병,브라코이미징코리아(유),721,176530BIJ,전문의약품,,,,,,2025-12-24,,,
621802290,2026-01-01,급여,644,,내복,아로스틴정10밀리그램(아토르바스타틴칼슘)_(10.36mg/1정),1,정,(주)한국파비스제약,218,111501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
621803841,2026-01-01,급여,18292,,주사,헥소슈어350주(이오헥솔)_(30.2g/40mL),40,mL/병,(주)한국파비스제약,721,176339BIJ,전문의약품,,,,,,2025-12-24,,,
621803843,2026-01-01,급여,44544,,주사,헥소슈어350주(이오헥솔)_(75.5g/100mL),100,mL/병,(주)한국파비스제약,721,176343BIJ,전문의약품,,,,,,2025-12-24,,,
621803844,2026-01-01,급여,65698,,주사,헥소슈어350주(이오헥솔)_(113.25g/150mL),150,mL/병,(주)한국파비스제약,721,176348BIJ,전문의약품,,,,,,2025-12-24,,,
